"Segment_ID","Assessment","Record_ID","Stream_Lak","Stream_Nam","Lake_Name","Beach_Name","LLID_Strea","LLID_Str_1","LLID_Lake","EPA_Beach_","HUC_4th_Co","HUC_4th_Na","HUC_3rd_Na","Miles","RM1","RM2","SegmentMil","Pollutant","Pollutant_","Season","Season_ID","Assessme_1","Assessme_2","Action","Action_ID","Criteria","Criteria_I","AffectedUs","Listing_St","Status_ID","PreviousSt","PreviousAc","ListingYea","TMDLInfo","Comments","Summary","Shape_Leng","PlanName"
1491,25852,6009,"Clackamas River","Clackamas River",NA,NA,"1226050453723","1226050453723",NA,NA,"17090011","Clackamas","Willamette","0 to 22.9",0,22.9,22.9,"Temperature",12,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: 303(d)","Previous Action: Added to database","1998","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"Previous Data: 
DEQ Data (Site 402913; RM 1.2): 76% (39 of 51) Summer values exceeded temperature standard (64) with exceedances each year and a maximum of 75.2 in WY 1986 - 1995; 7 day average of daily maximum of 70.4 exceeded standard (64) in 1995.",121301.009031,"Clackamas"
2837,26404,8563,"Sieben Drainage Ditch","Sieben Drainage Ditch",NA,NA,"1225222454131","1225222454131",NA,NA,"17090011","Clackamas","Willamette","1 to 1.8",1,1.8,0.8,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data:
[Clackamas County WES] Site ID 25521 River Mile 1.8:  From 1/24/1996 to 4/15/2003, 6 out of 21 samples (29%) > 406 organisms.",4214.12578251,"Clackamas"
2836,26403,8559,"Sieben Drainage Ditch","Sieben Drainage Ditch",NA,NA,"1225222454131","1225222454131",NA,NA,"17090011","Clackamas","Willamette","0 to 1",0,1,1,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data:
[Clackamas County WES] Site ID 25522 River Mile 0.9:  From 1/24/1996 to 4/15/2003, 8 out of 18 samples (44%) > 406 organisms.",5267.65650231,"Clackamas"
2835,26402,8554,"Rock Creek","Rock Creek",NA,NA,"1225134454085","1225134454085",NA,NA,"17090011","Clackamas","Willamette","0 to 6.1",0,6.1,6.1,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data:
[Clackamas County WES] Site ID 25532 River Mile 0.1:  From 11/21/2000 to 4/15/2003, 4 out of 20 samples (20%) > 406 organisms.",31938.6220971,"Clackamas"
2830,26298,8520,"Clackamas River","Clackamas River",NA,NA,"1226050453723","1226050453723",NA,NA,"17090011","Clackamas","Willamette","0 to 15",0,15,15,"E. Coli",2,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data: 
[DEQ/ODA - Salem] LASAR 11233 River Mile 1.3: From 2/26/1996 to 12/8/2003, 2 out of 16 samples (12%) > 406 organisms; maximum 30-day log mean of 0
[Clackamas County WES] Site ID 25534 River Mile 0.3:  From 6/20/2001 to 8/20/2002, 0 out of 5",79390.2012515,"Clackamas"
1518,8535,6003,"Tualatin River","Tualatin River",NA,NA,"1226500453377","1226500453377",NA,NA,"17090010","Tualatin","Willamette","0 to 44.7",0,44.7,44.7,"Temperature",12,"Summer",1,2002,"2002/08/01","No 2010 action",21,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","TMDL approved",4,"Previous Status:  TMDL approved","Previous Action:  Delisted - TMDL approved","Previous Assessment Year:  2002",NA,NA,"Previous Data:  USEPA approval date: 08/7/2001",230786.153467,"Clackamas"
1556,26315,16358,"Molalla River","Molalla River",NA,NA,"1227171452976","1227171452976",NA,NA,"17090009","Molalla-Pudding","Willamette","0 to 25",0,25,25,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","New Cat 4A: Water quality limited, TMDL approved",14,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 2:  Attaining some criteria/uses","Previous Action: Added to database","2004","TMDL Approved: 12/31/2008
Molalla-Pudding Subbasin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Molalla-Pudding Subbasin TMDL</a>","TMDL documented water quality limited by bacteria. TMDL developed for E. coli.","2004 Data: 
[DEQ/ODA - Salem] LASAR 10637 River Mile 2.8: From 4/3/1996 to 12/8/2003, 2 out of 29 samples (7%) > 406 organisms; maximum 30-day log mean of 0",131069.774177,"Clackamas"
9284,26040,12977,"Willamette River","Willamette River",NA,NA,"1227618456580","1227618456580",NA,NA,"17090007; 17090012","Middle Willamette; Lower Willamette","Willamette","0 to 50.6",0,50.6,50.6,"Temperature",12,"Year Around (Non-spawning)",71,2010,"2010/10/29","Delisted - TMDL approved",8,"Salmon and steelhead migration corridors: 20.0 degrees Celsius 7-day-average maximum",35,"Salmon and steelhead migration corridor","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data: 
[DEQ/SECOR] LASAR 10340 River Mile 38.3: From 6/16/2001 to 9/30/2002, 163 days with 7-day-average maximum > 20 degrees Celsius.",267577.675535,"Clackamas"
2838,25927,8569,"Cow Creek","Cow Creek",NA,NA,"1225733453897","1225733453897",NA,NA,"17090011","Clackamas","Willamette","0 to 2.6",0,2.6,2.6,"Temperature",12,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"Rearing: 17.8 C",17,"Anadromous fish passage; Salmonid fish rearing","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: 303(d)","Previous Action: Added to database","2002","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"Previous Data: 
LASAR 25515 RM 0.9: 5/14 samples > 17.8 C.",13603.1015423,"Clackamas"
2838,26405,8570,"Cow Creek","Cow Creek",NA,NA,"1225733453897","1225733453897",NA,NA,"17090011","Clackamas","Willamette","0 to 2.6",0,2.6,2.6,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: No status change","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data:
[Clackamas County WES] Site ID 25514 River Mile 0.1:  From 1/24/1996 to 5/15/2001, 1 out of  7 samples (14%) > 406 organisms.
[Clackamas County WES] Site ID 25515 River Mile 0.9:  From 1/24/1996 to 5/15/2001, 2 out of 8 samples (25%) > 406 o",13603.1015423,"Clackamas"
3175,25933,9357,"Bargfeld Creek","Bargfeld Creek",NA,NA,"1224429453385","1224429453385",NA,NA,"17090011","Clackamas","Willamette","0 to 2.3",0,2.3,2.3,"E. Coli",2,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: 303(d)","Previous Action: Added to database","2002","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"Previous Data: 
Clackamas county data. Site 104 RM 0.1: 5/8 samples > 406.",11999.3206748,"Clackamas"
9278,26319,16436,"Willamette River","Willamette River",NA,NA,"1227618456580","1227618456580",NA,NA,"17090003; 17090007; 17090012","Upper Willamette; Middle Willamette; Lower Willamette","Willamette","0 to 186.4",0,186.4,186.4,"E. Coli",2,"FallWinterSpring",2,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data:
Draft Willamette Basin Total Maximum Daily Load (TMDL) and Water Quality Management Plan (WQMP), DEQ, October 2004
[DEQ/ODA - Salem] LASAR 10332 River Mile 6.9: From 2/14/1996 to 12/30/2003, 2 out of 31 samples (6%) > 406 organisms; maximum",985540.414678,"Clackamas"
2867,25931,8773,"Abernethy Creek","Abernethy Creek",NA,NA,"1226038453652","1226038453652",NA,NA,"17090007","Middle Willamette","Willamette","0 to 15.5",0,15.5,15.5,"Temperature",12,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: 303(d)","Previous Action: Added to database","2002","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"Previous Data: 
LASAR 10873 RM 0.2: In 1999,  7 days with 7 DMA > 17.8 C. LASAR 10874 RM 6.6: In 1999, 53 days with 7 DMA > 17.8 C.",77679.2701972,"Clackamas"
3179,25936,9365,"Deep Creek","Deep Creek",NA,NA,"1224320453894","1224320453894",NA,NA,"17090011","Clackamas","Willamette","1.9 to 14.1",1.9,14.1,12.2,"E. Coli",2,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: 303(d)","Previous Action: Added to database","2002","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"Previous Data: 
Clackamas county data. Site 502 RM 6.7: 3/8 samples > 406.",63452.095201,"Clackamas"
8335,28054,14697,"McKay Creek","McKay Creek",NA,NA,"1208992443269","1208992443269",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 19.5",0,19.5,19.5,"pH",10,"Summer",1,2010,"2013/01/29","Status modification - EPA addition to 303(d) list",23,"pH 6.5 to 8.5",16,"Water contact recreation; Resident fish and aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 3:  Insufficient data","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"EPA addition to 303(d) list 12/14/2012:  Two out of 8 samples (25%) collected at Lasar station 32473 from 7/13/05 to 8/23/05 were outside the applicable criteria.

Previous Data:
[DEQ] LASAR 17001 River Mile 17.1: From 9/14/1998 to 9/14/1998, 0 out of",102063.654709,"Crooked River"
8334,28051,24450,"Ochoco Creek","Ochoco Creek",NA,NA,"1208917443218","1208917443218",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 36.4",0,36.4,36.4,"E. Coli",2,"Summer",1,2010,"2013/01/29","EPA addition to 303(d) list",22,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Exceedence of the geometric mean criteria between 7/25/05 and 8/23/05  at LASAR station 32473, McKay Creek at Hwy 26.",189367.739084,"Crooked River"
1139,28072,24465,"Crooked River","Crooked River",NA,NA,"1212676445778","1212676445778",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 51",0,51,51,"E. Coli",2,"Summer",1,2010,"2013/01/29","EPA addition to 303(d) list",22,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Four exceedences of the 406 maximum criteria out of 26 days of sampling at LASAR station 10517, Crooked River at Lone Pine Road (Terrebonne), between 7/25/02 and 9/20/10.",267408.091068,"Crooked River"
1140,28073,24466,"Crooked River","Crooked River",NA,NA,"1212676445778","1212676445778",NA,NA,"17070305","Lower Crooked","Deschutes","51 to 70",51,70,19,"pH",10,"Summer",1,2010,"2013/01/29","EPA addition to 303(d) list",22,"pH 6.5 to 8.5",16,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Six out of 10 samples (60%) collected at Lasar station 32476 from 7/13/05 to 8/23/05 were outside the applicable criteria.",100565.942145,"Crooked River"
1029,28053,24451,"McKay Creek","McKay Creek",NA,NA,"1208992443269","1208992443269",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 14.7",0,14.7,14.7,"E. Coli",2,"Summer",1,2010,"2013/01/29","EPA addition to 303(d) list",22,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Exceedence of the geometric mean criteria between 8/1/05 and 8/31/05 and two exceedences of the 406 maximum criteria out of 9 days of sampling at LASAR station 32473, McKay Creek at Hwy 26, between 7/13/05 and 8/3",76968.584293,"Crooked River"
31529,28058,24454,"Dry River","Dry River",NA,NA,"1210478443363","1210478443363",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 91.9",0,91.9,91.9,"E. Coli",2,"Summer",1,2010,"2013/01/29","EPA addition to 303(d) list",22,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Two exceedences of the 406 maximum criteria out of 9 days of sampling at LASAR station 32471, Dry Canyon at mouth, between 7/13/05 and 6/22/10.",479755.513658,"Crooked River"
933,15328,12703,"Canyon Creek","Canyon Creek",NA,NA,"1204204443957","1204204443957",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 5.5",0,5.5,5.5,"Temperature",12,"Year Around (Non-spawning)",71,2004,"2005/04/14","No 2010 action",21,"Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum",34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  [NF - Ochoco] LASAR 31118 River Mile 0.1: From 6/24/2002 to 9/28/2002, 19 days with 7-day-average maximum > 18 degrees Celsius.",28814.5694021,"Crooked River"
8302,15330,12705,"Hamilton Creek","Hamilton Creek",NA,NA,"1204528444537","1204528444537",NA,NA,"17070305","Lower Crooked","Deschutes","0 to 1.7",0,1.7,1.7,"Temperature",12,"Year Around (Non-spawning)",71,2004,"2005/04/14","No 2010 action",21,"Salmon and trout rearing and migration: 18.0 degrees Celsius 7-day-average maximum",34,"Salmon and trout rearing and migration","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status:  Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action:  Added to database","Previous Assessment Year:  2004",NA,NA,"Previous Data:  [NF - Ochoco] LASAR 31111 River Mile 0.8: From 7/6/2002 to 9/28/2002, 2 days with 7-day-average maximum > 18 degrees Celsius.",8819.0575447,"Crooked River"
946,276,178,"Klootchman Creek","Klootchman Creek",NA,NA,"1204638439861","1204638439861",NA,NA,"17070304","Upper Crooked","Deschutes","1 to 5.3",1,5.3,4.3,"Temperature",12,"Summer",1,1998,"1998/12/01","No 2010 action",21,"Rearing: 17.8 C",17,"Salmonid fish rearing; Anadromous fish passage","303(d)",3,"Previous Status:  303(d)","Previous Action:  Segment modification","Previous Assessment Year:  1998",NA,NA,"Previous Data:  USFS Data (2 Sites: Data shown for National Forest boundary): 7 day average of daily maximums of 82.9/70.8 with 48/54 days (based on running average) exceeding standard (64) in 1994/1995 respectively.  Data also available in 1991 - 1993 i",22650.1492637,"Crooked River"
