"Segment_ID","Assessment","Record_ID","Stream_Lak","Stream_Nam","Lake_Name","Beach_Name","LLID_Strea","LLID_Str_1","LLID_Lake","EPA_Beach_","HUC_4th_Co","HUC_4th_Na","HUC_3rd_Na","Miles","RM1","RM2","SegmentMil","Pollutant","Pollutant_","Season","Season_ID","Assessme_1","Assessme_2","Action","Action_ID","Criteria","Criteria_I","AffectedUs","Listing_St","Status_ID","PreviousSt","PreviousAc","ListingYea","TMDLInfo","Comments","Summary","Shape_Leng","PlanName"
31169,28169,24036,"Abernethy Creek","Abernethy Creek",NA,NA,"1226038453652","1226038453652",NA,NA,"17090007","Middle Willamette","Willamette","0 to 15.3",0,15.3,15.3,"Biological Criteria",4,"Year Around",3,2010,"2013/01/29","Status modification - EPA addition to 303(d) list",23,"Biocriteria:  Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.",3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 3C: Impairing pollutant unknown","Previous Action: Added to database","Previous Assessment Year:  2010",NA,NA,"EPA addition to 303(d) list 12/14/2012:   
LASAR 33523 River Mile 0.75 FROM 7/17/2006 To 7/17/2006 1 out of 1 (100%) samples outside MWCF regional criteria.
LASAR 31403 River Mile 7.8 FROM 8/11/2004 To 9/9/2004 1 out of 1 (100%) samples outside MWCF regi",77507.0872382,"Clackamas"
9041,28149,23715,"Deep Creek","Deep Creek",NA,NA,"1224320453894","1224320453894",NA,NA,"17090011","Clackamas","Willamette","0 to 14.1",0,14.1,14.1,"Biological Criteria",4,"Year Around",3,2010,"2013/01/29","Status modification - EPA addition to 303(d) list",23,"Biocriteria:  Waters of the state must be of sufficient quality to support aquatic species without detrimental changes in the resident biological communities.",3,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"Previous Status: Cat 3C: Impairing pollutant unknown","Previous Action: Added to database","Previous Assessment Year:  2010",NA,NA,"EPA addition to 303(d) list 12/14/2012:   
LASAR 21629 River Mile 4.1 FROM 9/17/1999 To 9/17/1999 1 out of 1 (100%) samples outside MWCF regional criteria.
LASAR 21630 River Mile 4.5 FROM 9/17/1999 To 9/17/1999 1 out of 1 (100%) samples outside MWCF regi",73037.312274,"Clackamas"
2836,28159,24502,"Sieben Drainage Ditch","Sieben Drainage Ditch",NA,NA,"1225222454131","1225222454131",NA,NA,"17090011","Clackamas","Willamette","0 to 1",0,1,1,"Dissolved Oxygen",6,"January 1 - May 15",41,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Six exceedences of the spawning criteria  out of 35 days of sampling between 4/13/05 and 4/21/10 at LASAR station 32066, Sieben Creek at Hwy 212.",5267.65650231,"Clackamas"
1403,28143,24493,"North Fork Deep Creek","North Fork Deep Creek",NA,NA,"1224107453935","1224107453935",NA,NA,"17090011","Clackamas","Willamette","0 to 9",0,9,9,"Chlorpyrifos",2183,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 20 Toxic Substances",24,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Eleven exceedences from samples collected at LASAR station 32069, North Fork Deep Creek at Springwater trail, Boring, between 2nd and 3rd electric tower from trailhead (Deep Creek, Clackamas), between 4/18/05 and",47252.754977,"Clackamas"
1403,28144,24494,"North Fork Deep Creek","North Fork Deep Creek",NA,NA,"1224107453935","1224107453935",NA,NA,"17090011","Clackamas","Willamette","0 to 9",0,9,9,"Guthion",2243,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 20 Toxic Substances",24,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Three exceedences from samples collected at Lasar station 32069 between 4/20/06 and 5/2/06.",47252.754977,"Clackamas"
1585,28195,24514,"Willamette River","Willamette River",NA,NA,"1227618456580","1227618456580",NA,NA,"17090012","Lower Willamette","Willamette","0 to 24.8",0,24.8,24.8,"Chlordane",2219,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 40 Human Health Criteria for Toxic Pollutants",46,"Human health","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Two exceedences from samples collected at Portland Harbor Clean up site between 8/27/03 and 3/1/07.  Data in Storet.",131144.789758,"Clackamas"
1585,28196,24515,"Willamette River","Willamette River",NA,NA,"1227618456580","1227618456580",NA,NA,"17090012","Lower Willamette","Willamette","0 to 24.8",0,24.8,24.8,"Cyanide",2188,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 20 Toxic Substances",24,"Aquatic life; Human health","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Seventy-five exceedences from samples collected at  Portland Harbor Clean up site studies between 4/27/04 and 10/8/07. Data in Storet.",131144.789758,"Clackamas"
1585,28197,24516,"Willamette River","Willamette River",NA,NA,"1227618456580","1227618456580",NA,NA,"17090012","Lower Willamette","Willamette","0 to 24.8",0,24.8,24.8,"Hexachlorobenzene",2248,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 40 Human Health Criteria for Toxic Pollutants",46,"Human health","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  32 exceedences from samples collected at Portland Harbor Clean up site between 11/9/2004 and 3/10/07.  Data in Storet.",131144.789758,"Clackamas"
31544,28141,24492,"North Fork Deep Creek","North Fork Deep Creek",NA,NA,"1224107453935","1224107453935",NA,NA,"17090011","Clackamas","Willamette","0 to 6.58",0,6.58,6.58,"Dissolved Oxygen",6,"October 15 - June 15",45,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Six exceedences of the spawning criteria  out of 11 days of sampling between 3/18/09 and 10/12/10 at LASAR station 10868, North Fork Deep Creek at Hwy 212. Twenty exceedences of the spawning criteria  out of 54 da",34489.5153201,"Clackamas"
31555,28198,24517,"Willamette River","Willamette River",NA,NA,"1227618456580","1227618456580",NA,NA,"17090007; 17090012","Middle Willamette; Lower Willamette","Willamette","0 to 54.8",0,54.8,54.8,"Chlorophyll a",5,"Summer",1,2010,"2013/01/29","EPA addition to 303(d) list",22,"Reservoir, river, estuary, non-thermally stratified lake: 0.015 mg/l",26,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Exceedence of the 0.015 mg/l criteria (average value 0.018) at LASAR station 10339, Willamette River at Canby Ferry, between 6/20/07 and 8/16/07.",289787.68025,"Clackamas"
31553,28179,24507,"Tualatin River","Tualatin River",NA,NA,"1226500453377","1226500453377",NA,NA,"17090010","Tualatin","Willamette","0 to 62.6",0,62.6,62.6,"Dissolved Oxygen",6,"January 1 - May 15",41,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Thirty-nine exceedence out of 101 days of sample collection in the spawning season between 1/99 and 5/08 at USGS station 14203500; 54 exceedence out of 169 days of sample collection in the spawning season between",320523.763099,"Clackamas"
31545,28148,24498,"Noyer Creek","Noyer Creek",NA,NA,"1224188453949","1224188453949",NA,NA,"17090011","Clackamas","Willamette","0 to 3.5",0,3.5,3.5,"Dissolved Oxygen",6,"January 1 - June 15",42,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Eighteen exceedences of the spawning criteria  out of 49 days of sampling between 4/28/05 and 4/21/10 at LASAR station 32068, Noyer Creek at Hwy 212, St. Paul Lutheran Church.",18215.4433465,"Clackamas"
31548,28158,24501,"Rock Creek","Rock Creek",NA,NA,"1225134454085","1225134454085",NA,NA,"17090011","Clackamas","Willamette","1.4 to 6",1.4,6,4.6,"Dissolved Oxygen",6,"January 1 - May 15",41,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Five exceedences of the spawning criteria  out of 33 days of sampling between 4/28/05 and 4/21/10 at LASAR station 32074, Rock Creek at 172nd, Stony Brook Court.",24207.4552107,"Clackamas"
31545,28147,24497,"Noyer Creek","Noyer Creek",NA,NA,"1224188453949","1224188453949",NA,NA,"17090011","Clackamas","Willamette","0 to 3.5",0,3.5,3.5,"Dieldrin",2227,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 40 Human Health Criteria for Toxic Pollutants",46,"Human health; Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Two exceedences from samples collected at USGS station 452500122242700, Noyer Creek dwnstr HWY 212, Near Damascus, OR, between 5/9/05 and 9/30/05.",18215.4433465,"Clackamas"
31545,28146,24496,"Noyer Creek","Noyer Creek",NA,NA,"1224188453949","1224188453949",NA,NA,"17090011","Clackamas","Willamette","0 to 3.5",0,3.5,3.5,"Chlorpyrifos",2183,"Year Around",3,2010,"2013/01/29","EPA addition to 303(d) list",22,"Table 20 Toxic Substances",24,"Aquatic life","Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Ten exceedences from samples collected at LASAR station 30268, Noyer Creek at Hwy 212, St. Paul Lutheran Church (North Fork Deep Creek, Deep Creek, Clackamas), between 5/9/05 and 6/13/07.",18215.4433465,"Clackamas"
31549,28170,24503,"Clackamas River","Clackamas River",NA,NA,"1226050453723","1226050453723",NA,NA,"17090011","Clackamas","Willamette","0 to 8.8",0,8.8,8.8,"Dissolved Oxygen",6,"October 15 - May 15",46,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Five exceedences of the spawning criteria  out of 49 days of sampling between 1/19/99 and 12/22/10 at LASAR station 11233, Clackamas River at High Rocks.",46539.6558066,"Clackamas"
31547,28157,24500,"Unnamed Stream","Unnamed Stream",NA,NA,"1225061454092","1225061454092",NA,NA,"17090011","Clackamas","Willamette","0 to 1.5",0,1.5,1.5,"Dissolved Oxygen",6,"January 1 - May 15",41,2010,"2013/01/29","EPA addition to 303(d) list",22,"Spawning: Not less than 11.0 mg/L or 95% of saturation",4,NA,"Cat 5: Water quality limited, 303(d) list, TMDL needed",17,"NA",NA,NA,NA,NA,"EPA addition to 303(d) list 12/14/2012:  Thirteen exceedences of the spawning criteria  out of 26 days of sampling between 4/13/05 and 5/15/08 at LASAR station 32067, Trillium Creek at Parkway Street.",7919.99987928,"Clackamas"
1213,11036,6368,"Cooper Creek","Cooper Creek",NA,NA,"1217858451203","1217858451203",NA,NA,"17090011","Clackamas","Willamette","0 to 6.4",0,6.4,6.4,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Salmonid fish spawning; Resident fish and aquatic life; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,33687.2915359,"Clackamas"
1312,11032,6364,"Alice Creek","Alice Creek",NA,NA,"1221707449160","1221707449160",NA,NA,"17090011","Clackamas","Willamette","0 to 1.4",0,1.4,1.4,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,7293.80225175,"Clackamas"
3176,25935,9362,"Tickle Creek","Tickle Creek",NA,NA,"1223744453954","1223744453954",NA,NA,"17090011","Clackamas","Willamette","0 to 2.3",0,2.3,2.3,"E. Coli",2,"Summer",1,2010,"2010/10/29","Delisted - TMDL approved",8,"30-day log mean of 126 E. coli organisms per 100 ml; no single sample > 406 organisms per 100 ml",1,"Water contact recreation","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: 303(d)","Previous Action: Added to database","2002","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"Previous Data: 
Clackamas County data. Site 503 RM 1: 3/8 samples > 406.",11991.8609578,"Clackamas"
8867,26232,13393,"Nohorn Creek","Nohorn Creek",NA,NA,"1221677449531","1221677449531",NA,NA,"17090011","Clackamas","Willamette","0 to 1.8",0,1.8,1.8,"Temperature",12,"September 1 - June 15",49,2010,"2010/10/29","Delisted - TMDL approved",8,"Salmon and steelhead spawning: 13.0 degrees Celsius 7-day-average maximum",31,"Salmon and steelhead spawning","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data: 
[DEQ] LASAR 23917 River Mile 1.5: From 9/1/2000 to 9/17/2000, 5 days with 7-day-average maximum > 13 degrees Celsius.",9411.20425133,"Clackamas"
1308,11042,6374,"Nohorn Creek","Nohorn Creek",NA,NA,"1221677449531","1221677449531",NA,NA,"17090011","Clackamas","Willamette","0 to 5.6",0,5.6,5.6,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish spawning; Salmonid fish rearing","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,29453.6311996,"Clackamas"
9010,25976,12877,"Eagle Creek","Eagle Creek",NA,NA,"1223833453520","1223833453520",NA,NA,"17090011","Clackamas","Willamette","0 to 25.4",0,25.4,25.4,"Temperature",12,"Year Around (Non-spawning)",71,2010,"2010/10/29","Delisted - TMDL approved",8,"Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum",33,"Core cold water habitat","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data: 
[DEQ] LASAR 25777 River Mile 5.7: From 6/16/2001 to 8/31/2001, 58 days with 7-day-average maximum > 16 degrees Celsius.",132734.13623,"Clackamas"
1272,11065,6833,"Oak Grove Fork Clackamas River","Oak Grove Fork Clackamas River",NA,NA,"1220532450744","1220532450744",NA,NA,"17090011","Clackamas","Willamette","0 to 15.7",0,15.7,15.7,"Habitat Modification",7,"Undefined",72,2002,"2002/08/01","No 2010 action",21,"The creation of tastes or odors or toxic or other conditions that are deleterious to fish or other aquatic life or affect the potability of drinking water or the palatability of fish or shellfish may not be allowed.",4,"Resident fish and aquatic life; Salmonid fish rearing; Salmonid fish spawning","Water quality limited not needing a TMDL",7,"Previous Status:  Water quality limited not needing a TMDL","Previous Action:  Delisted - Water quality limited, not a pollutant","Previous Assessment Year:  2002",NA,NA,NA,82660.9362159,"Clackamas"
8977,25971,12865,"Bear Creek","Bear Creek",NA,NA,"1222817453278","1222817453278",NA,NA,"17090011","Clackamas","Willamette","0 to 4.8",0,4.8,4.8,"Temperature",12,"Year Around (Non-spawning)",71,2010,"2010/10/29","Delisted - TMDL approved",8,"Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum",33,"Core cold water habitat","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data: 
[USFS-W/F] LASAR 31071 River Mile 0.1: From 7/13/2002 to 9/6/2002, 26 days with 7-day-average maximum > 16 degrees Celsius.",25160.4743156,"Clackamas"
1280,25961,12820,"Collawash River","Collawash River",NA,NA,"1220612450320","1220612450320",NA,NA,"17090011","Clackamas","Willamette","0 to 12.2",0,12.2,12.2,"Temperature",12,"Year Around (Non-spawning)",71,2010,"2010/10/29","Delisted - TMDL approved",8,"Core cold water habitat: 16.0 degrees Celsius 7-day-average maximum",33,"Core cold water habitat","Cat 4A:  Water quality limited, TMDL approved",14,"Previous Status: Cat 5: Water quality limited, 303(d) list, TMDL needed","Previous Action: Added to database","2004","TMDL Approved: 09/29/2006
Willamette Basin TMDL
<a target=""_blank"" href=""http://www.deq.state.or.us/WQ/TMDLs/willamette.htm"">Willamette Basin TMDL</a>",NA,"2004 Data: 
[DEQ] LASAR 24460 River Mile 0.4: From 7/9/2000 to 8/31/2000, 52 days with 7-day-average maximum > 16 degrees Celsius.",63726.2006003,"Clackamas"
